id,title,question,context,predict,relabel,answer_start
130,Bài 3: Thời gian trong lịch sử,Theo âm lịch năm nhuận có bao nhiêu ngày?,"Từ xa xưa, con người đã nghĩ ra cách làm lịch. Người Ai Cập, Lưỡng Hà hay Trung Quốc cổ đại và một số dân tộc khác thì tính theo âm lịch, còn người La Mã và nhiều tộc người ở châu Âu ,… thì tính theo Dương lịch. Âm lịch là hệ lịch được tính theo chu kì chuyển động của Mặt Trăng quanh Trái Đất. Dương lịch là hệ lịch được tính theo chu kì chuyển động của Trái Đất quanh Mặt Trời. 
Về sau, dương lịch đã được hoàn chỉnh và thống nhất để các dân tộc đều có thể sử dụng, đó là Công lịch. Công lịch lấy năm ra đời của Chúa Giê-su - tương truyền là người sáng lập ra đạo Thiên Chúa, là năm đầu tiên của Công nguyên. Ngay trước năm đó là năm 1 trước Công nguyên (TCN). Đồng thời còn có cách phân chia thời gian thành thập kỉ , thế kỉ , thiên niên kỉ như sau: Một thập kỉ = 10 năm, Một thế kỉ = 100 năm, Một thiên niên kỉ = 1000 năm, tính từ năm đầu tiên của các khoảng thời gian đó. 
Hiện nay, ở Việt Nam, Công lịch được dùng chính thức trong các cơ quan và văn bản nhà nước, tuy nhiên, âm lịch vẫn được phổ biến rộng rãi trong nhân dân. Vì vậy, trên tờ lịch đều in ngày, tháng, năm của cả hai loại lịch này.",No Answer,,
131,Bài 3: Thời gian trong lịch sử,Công lịch ra đời dựa trên cơ sở,"Từ xa xưa, con người đã nghĩ ra cách làm lịch. Người Ai Cập, Lưỡng Hà hay Trung Quốc cổ đại và một số dân tộc khác thì tính theo âm lịch, còn người La Mã và nhiều tộc người ở châu Âu ,… thì tính theo Dương lịch. Âm lịch là hệ lịch được tính theo chu kì chuyển động của Mặt Trăng quanh Trái Đất. Dương lịch là hệ lịch được tính theo chu kì chuyển động của Trái Đất quanh Mặt Trời. 
Về sau, dương lịch đã được hoàn chỉnh và thống nhất để các dân tộc đều có thể sử dụng, đó là Công lịch. Công lịch lấy năm ra đời của Chúa Giê-su - tương truyền là người sáng lập ra đạo Thiên Chúa, là năm đầu tiên của Công nguyên. Ngay trước năm đó là năm 1 trước Công nguyên (TCN). Đồng thời còn có cách phân chia thời gian thành thập kỉ , thế kỉ , thiên niên kỉ như sau: Một thập kỉ = 10 năm, Một thế kỉ = 100 năm, Một thiên niên kỉ = 1000 năm, tính từ năm đầu tiên của các khoảng thời gian đó. 
Hiện nay, ở Việt Nam, Công lịch được dùng chính thức trong các cơ quan và văn bản nhà nước, tuy nhiên, âm lịch vẫn được phổ biến rộng rãi trong nhân dân. Vì vậy, trên tờ lịch đều in ngày, tháng, năm của cả hai loại lịch này.",năm ra đời của Chúa Giê-su,,499
132,Bài 3: Thời gian trong lịch sử,Lịch Công lịch được lấy cơ sở từ năm nào?,"Từ xa xưa, con người đã nghĩ ra cách làm lịch. Người Ai Cập, Lưỡng Hà hay Trung Quốc cổ đại và một số dân tộc khác thì tính theo âm lịch, còn người La Mã và nhiều tộc người ở châu Âu ,… thì tính theo Dương lịch. Âm lịch là hệ lịch được tính theo chu kì chuyển động của Mặt Trăng quanh Trái Đất. Dương lịch là hệ lịch được tính theo chu kì chuyển động của Trái Đất quanh Mặt Trời. 
Về sau, dương lịch đã được hoàn chỉnh và thống nhất để các dân tộc đều có thể sử dụng, đó là Công lịch. Công lịch lấy năm ra đời của Chúa Giê-su - tương truyền là người sáng lập ra đạo Thiên Chúa, là năm đầu tiên của Công nguyên. Ngay trước năm đó là năm 1 trước Công nguyên (TCN). Đồng thời còn có cách phân chia thời gian thành thập kỉ , thế kỉ , thiên niên kỉ như sau: Một thập kỉ = 10 năm, Một thế kỉ = 100 năm, Một thiên niên kỉ = 1000 năm, tính từ năm đầu tiên của các khoảng thời gian đó. 
Hiện nay, ở Việt Nam, Công lịch được dùng chính thức trong các cơ quan và văn bản nhà nước, tuy nhiên, âm lịch vẫn được phổ biến rộng rãi trong nhân dân. Vì vậy, trên tờ lịch đều in ngày, tháng, năm của cả hai loại lịch này.",năm ra đời của Chúa Giê-su,,499
133,Bài 3: Thời gian trong lịch sử,Cách tính thời gian theo sự di chuyển của Mặt Trời gọi là?,"Từ xa xưa, con người đã nghĩ ra cách làm lịch. Người Ai Cập, Lưỡng Hà hay Trung Quốc cổ đại và một số dân tộc khác thì tính theo âm lịch, còn người La Mã và nhiều tộc người ở châu Âu ,… thì tính theo Dương lịch. Âm lịch là hệ lịch được tính theo chu kì chuyển động của Mặt Trăng quanh Trái Đất. Dương lịch là hệ lịch được tính theo chu kì chuyển động của Trái Đất quanh Mặt Trời. 
Về sau, dương lịch đã được hoàn chỉnh và thống nhất để các dân tộc đều có thể sử dụng, đó là Công lịch. Công lịch lấy năm ra đời của Chúa Giê-su - tương truyền là người sáng lập ra đạo Thiên Chúa, là năm đầu tiên của Công nguyên. Ngay trước năm đó là năm 1 trước Công nguyên (TCN). Đồng thời còn có cách phân chia thời gian thành thập kỉ , thế kỉ , thiên niên kỉ như sau: Một thập kỉ = 10 năm, Một thế kỉ = 100 năm, Một thiên niên kỉ = 1000 năm, tính từ năm đầu tiên của các khoảng thời gian đó. 
Hiện nay, ở Việt Nam, Công lịch được dùng chính thức trong các cơ quan và văn bản nhà nước, tuy nhiên, âm lịch vẫn được phổ biến rộng rãi trong nhân dân. Vì vậy, trên tờ lịch đều in ngày, tháng, năm của cả hai loại lịch này.",Dương lịch,,295
134,Bài 3: Thời gian trong lịch sử,Lịch chính thức được sử dụng ở Việt Nam hiện nay trong các cơ quan và văn bản nhà nước là,"Từ xa xưa, con người đã nghĩ ra cách làm lịch. Người Ai Cập, Lưỡng Hà hay Trung Quốc cổ đại và một số dân tộc khác thì tính theo âm lịch, còn người La Mã và nhiều tộc người ở châu Âu ,… thì tính theo Dương lịch. Âm lịch là hệ lịch được tính theo chu kì chuyển động của Mặt Trăng quanh Trái Đất. Dương lịch là hệ lịch được tính theo chu kì chuyển động của Trái Đất quanh Mặt Trời. 
Về sau, dương lịch đã được hoàn chỉnh và thống nhất để các dân tộc đều có thể sử dụng, đó là Công lịch. Công lịch lấy năm ra đời của Chúa Giê-su - tương truyền là người sáng lập ra đạo Thiên Chúa, là năm đầu tiên của Công nguyên. Ngay trước năm đó là năm 1 trước Công nguyên (TCN). Đồng thời còn có cách phân chia thời gian thành thập kỉ , thế kỉ , thiên niên kỉ như sau: Một thập kỉ = 10 năm, Một thế kỉ = 100 năm, Một thiên niên kỉ = 1000 năm, tính từ năm đầu tiên của các khoảng thời gian đó. 
Hiện nay, ở Việt Nam, Công lịch được dùng chính thức trong các cơ quan và văn bản nhà nước, tuy nhiên, âm lịch vẫn được phổ biến rộng rãi trong nhân dân. Vì vậy, trên tờ lịch đều in ngày, tháng, năm của cả hai loại lịch này.",Công lịch,,900
135,Bài 3: Thời gian trong lịch sử,Âm lịch là gì? ,"Từ xa xưa, con người đã nghĩ ra cách làm lịch. Người Ai Cập, Lưỡng Hà hay Trung Quốc cổ đại và một số dân tộc khác thì tính theo âm lịch, còn người La Mã và nhiều tộc người ở châu Âu ,… thì tính theo Dương lịch. Âm lịch là hệ lịch được tính theo chu kì chuyển động của Mặt Trăng quanh Trái Đất. Dương lịch là hệ lịch được tính theo chu kì chuyển động của Trái Đất quanh Mặt Trời. 
Về sau, dương lịch đã được hoàn chỉnh và thống nhất để các dân tộc đều có thể sử dụng, đó là Công lịch. Công lịch lấy năm ra đời của Chúa Giê-su - tương truyền là người sáng lập ra đạo Thiên Chúa, là năm đầu tiên của Công nguyên. Ngay trước năm đó là năm 1 trước Công nguyên (TCN). Đồng thời còn có cách phân chia thời gian thành thập kỉ , thế kỉ , thiên niên kỉ như sau: Một thập kỉ = 10 năm, Một thế kỉ = 100 năm, Một thiên niên kỉ = 1000 năm, tính từ năm đầu tiên của các khoảng thời gian đó. 
Hiện nay, ở Việt Nam, Công lịch được dùng chính thức trong các cơ quan và văn bản nhà nước, tuy nhiên, âm lịch vẫn được phổ biến rộng rãi trong nhân dân. Vì vậy, trên tờ lịch đều in ngày, tháng, năm của cả hai loại lịch này.",là hệ lịch được tính theo chu kì chuyển động của Mặt Trăng quanh Trái Đất,,220
136,Bài 3: Thời gian trong lịch sử,Dương lịch là gì?,"Từ xa xưa, con người đã nghĩ ra cách làm lịch. Người Ai Cập, Lưỡng Hà hay Trung Quốc cổ đại và một số dân tộc khác thì tính theo âm lịch, còn người La Mã và nhiều tộc người ở châu Âu ,… thì tính theo Dương lịch. Âm lịch là hệ lịch được tính theo chu kì chuyển động của Mặt Trăng quanh Trái Đất. Dương lịch là hệ lịch được tính theo chu kì chuyển động của Trái Đất quanh Mặt Trời. 
Về sau, dương lịch đã được hoàn chỉnh và thống nhất để các dân tộc đều có thể sử dụng, đó là Công lịch. Công lịch lấy năm ra đời của Chúa Giê-su - tương truyền là người sáng lập ra đạo Thiên Chúa, là năm đầu tiên của Công nguyên. Ngay trước năm đó là năm 1 trước Công nguyên (TCN). Đồng thời còn có cách phân chia thời gian thành thập kỉ , thế kỉ , thiên niên kỉ như sau: Một thập kỉ = 10 năm, Một thế kỉ = 100 năm, Một thiên niên kỉ = 1000 năm, tính từ năm đầu tiên của các khoảng thời gian đó. 
Hiện nay, ở Việt Nam, Công lịch được dùng chính thức trong các cơ quan và văn bản nhà nước, tuy nhiên, âm lịch vẫn được phổ biến rộng rãi trong nhân dân. Vì vậy, trên tờ lịch đều in ngày, tháng, năm của cả hai loại lịch này.",hệ lịch được tính theo chu kì chuyển động của Trái Đất quanh Mặt Trời,,309
137,Bài 3: Thời gian trong lịch sử,Con người đã nghĩ ra cách làm lịch từ bao giờ?,"Từ xa xưa, con người đã nghĩ ra cách làm lịch. Người Ai Cập, Lưỡng Hà hay Trung Quốc cổ đại và một số dân tộc khác thì tính theo âm lịch, còn người La Mã và nhiều tộc người ở châu Âu ,… thì tính theo Dương lịch. Âm lịch là hệ lịch được tính theo chu kì chuyển động của Mặt Trăng quanh Trái Đất. Dương lịch là hệ lịch được tính theo chu kì chuyển động của Trái Đất quanh Mặt Trời. 
Về sau, dương lịch đã được hoàn chỉnh và thống nhất để các dân tộc đều có thể sử dụng, đó là Công lịch. Công lịch lấy năm ra đời của Chúa Giê-su - tương truyền là người sáng lập ra đạo Thiên Chúa, là năm đầu tiên của Công nguyên. Ngay trước năm đó là năm 1 trước Công nguyên (TCN). Đồng thời còn có cách phân chia thời gian thành thập kỉ , thế kỉ , thiên niên kỉ như sau: Một thập kỉ = 10 năm, Một thế kỉ = 100 năm, Một thiên niên kỉ = 1000 năm, tính từ năm đầu tiên của các khoảng thời gian đó. 
Hiện nay, ở Việt Nam, Công lịch được dùng chính thức trong các cơ quan và văn bản nhà nước, tuy nhiên, âm lịch vẫn được phổ biến rộng rãi trong nhân dân. Vì vậy, trên tờ lịch đều in ngày, tháng, năm của cả hai loại lịch này.",Từ xa xưa,,0
138,Bài 3: Thời gian trong lịch sử,"Người Ai Cập, Lưỡng Hà và Trung Quốc cổ đại sử dụng loại lịch gì?","Từ xa xưa, con người đã nghĩ ra cách làm lịch. Người Ai Cập, Lưỡng Hà hay Trung Quốc cổ đại và một số dân tộc khác thì tính theo âm lịch, còn người La Mã và nhiều tộc người ở châu Âu ,… thì tính theo Dương lịch. Âm lịch là hệ lịch được tính theo chu kì chuyển động của Mặt Trăng quanh Trái Đất. Dương lịch là hệ lịch được tính theo chu kì chuyển động của Trái Đất quanh Mặt Trời. 
Về sau, dương lịch đã được hoàn chỉnh và thống nhất để các dân tộc đều có thể sử dụng, đó là Công lịch. Công lịch lấy năm ra đời của Chúa Giê-su - tương truyền là người sáng lập ra đạo Thiên Chúa, là năm đầu tiên của Công nguyên. Ngay trước năm đó là năm 1 trước Công nguyên (TCN). Đồng thời còn có cách phân chia thời gian thành thập kỉ , thế kỉ , thiên niên kỉ như sau: Một thập kỉ = 10 năm, Một thế kỉ = 100 năm, Một thiên niên kỉ = 1000 năm, tính từ năm đầu tiên của các khoảng thời gian đó. 
Hiện nay, ở Việt Nam, Công lịch được dùng chính thức trong các cơ quan và văn bản nhà nước, tuy nhiên, âm lịch vẫn được phổ biến rộng rãi trong nhân dân. Vì vậy, trên tờ lịch đều in ngày, tháng, năm của cả hai loại lịch này.",âm lịch,,129
139,Bài 3: Thời gian trong lịch sử,Người Ai Cập cổ đại sử dụng loại lịch gì?,"Từ xa xưa, con người đã nghĩ ra cách làm lịch. Người Ai Cập, Lưỡng Hà hay Trung Quốc cổ đại và một số dân tộc khác thì tính theo âm lịch, còn người La Mã và nhiều tộc người ở châu Âu ,… thì tính theo Dương lịch. Âm lịch là hệ lịch được tính theo chu kì chuyển động của Mặt Trăng quanh Trái Đất. Dương lịch là hệ lịch được tính theo chu kì chuyển động của Trái Đất quanh Mặt Trời. 
Về sau, dương lịch đã được hoàn chỉnh và thống nhất để các dân tộc đều có thể sử dụng, đó là Công lịch. Công lịch lấy năm ra đời của Chúa Giê-su - tương truyền là người sáng lập ra đạo Thiên Chúa, là năm đầu tiên của Công nguyên. Ngay trước năm đó là năm 1 trước Công nguyên (TCN). Đồng thời còn có cách phân chia thời gian thành thập kỉ , thế kỉ , thiên niên kỉ như sau: Một thập kỉ = 10 năm, Một thế kỉ = 100 năm, Một thiên niên kỉ = 1000 năm, tính từ năm đầu tiên của các khoảng thời gian đó. 
Hiện nay, ở Việt Nam, Công lịch được dùng chính thức trong các cơ quan và văn bản nhà nước, tuy nhiên, âm lịch vẫn được phổ biến rộng rãi trong nhân dân. Vì vậy, trên tờ lịch đều in ngày, tháng, năm của cả hai loại lịch này.",âm lịch,,129
140,Bài 3: Thời gian trong lịch sử,Người Lưỡng Hà cổ đại sử dụng loại lịch gì?,"Từ xa xưa, con người đã nghĩ ra cách làm lịch. Người Ai Cập, Lưỡng Hà hay Trung Quốc cổ đại và một số dân tộc khác thì tính theo âm lịch, còn người La Mã và nhiều tộc người ở châu Âu ,… thì tính theo Dương lịch. Âm lịch là hệ lịch được tính theo chu kì chuyển động của Mặt Trăng quanh Trái Đất. Dương lịch là hệ lịch được tính theo chu kì chuyển động của Trái Đất quanh Mặt Trời. 
Về sau, dương lịch đã được hoàn chỉnh và thống nhất để các dân tộc đều có thể sử dụng, đó là Công lịch. Công lịch lấy năm ra đời của Chúa Giê-su - tương truyền là người sáng lập ra đạo Thiên Chúa, là năm đầu tiên của Công nguyên. Ngay trước năm đó là năm 1 trước Công nguyên (TCN). Đồng thời còn có cách phân chia thời gian thành thập kỉ , thế kỉ , thiên niên kỉ như sau: Một thập kỉ = 10 năm, Một thế kỉ = 100 năm, Một thiên niên kỉ = 1000 năm, tính từ năm đầu tiên của các khoảng thời gian đó. 
Hiện nay, ở Việt Nam, Công lịch được dùng chính thức trong các cơ quan và văn bản nhà nước, tuy nhiên, âm lịch vẫn được phổ biến rộng rãi trong nhân dân. Vì vậy, trên tờ lịch đều in ngày, tháng, năm của cả hai loại lịch này.",âm lịch,,129
141,Bài 3: Thời gian trong lịch sử,Người Trung Quốc cổ đại sử dụng loại lịch gì?,"Từ xa xưa, con người đã nghĩ ra cách làm lịch. Người Ai Cập, Lưỡng Hà hay Trung Quốc cổ đại và một số dân tộc khác thì tính theo âm lịch, còn người La Mã và nhiều tộc người ở châu Âu ,… thì tính theo Dương lịch. Âm lịch là hệ lịch được tính theo chu kì chuyển động của Mặt Trăng quanh Trái Đất. Dương lịch là hệ lịch được tính theo chu kì chuyển động của Trái Đất quanh Mặt Trời. 
Về sau, dương lịch đã được hoàn chỉnh và thống nhất để các dân tộc đều có thể sử dụng, đó là Công lịch. Công lịch lấy năm ra đời của Chúa Giê-su - tương truyền là người sáng lập ra đạo Thiên Chúa, là năm đầu tiên của Công nguyên. Ngay trước năm đó là năm 1 trước Công nguyên (TCN). Đồng thời còn có cách phân chia thời gian thành thập kỉ , thế kỉ , thiên niên kỉ như sau: Một thập kỉ = 10 năm, Một thế kỉ = 100 năm, Một thiên niên kỉ = 1000 năm, tính từ năm đầu tiên của các khoảng thời gian đó. 
Hiện nay, ở Việt Nam, Công lịch được dùng chính thức trong các cơ quan và văn bản nhà nước, tuy nhiên, âm lịch vẫn được phổ biến rộng rãi trong nhân dân. Vì vậy, trên tờ lịch đều in ngày, tháng, năm của cả hai loại lịch này.",âm lịch,,129
142,Bài 3: Thời gian trong lịch sử,Ai được xem là người sáng lập ra đạo Thiên Chúa,"Từ xa xưa, con người đã nghĩ ra cách làm lịch. Người Ai Cập, Lưỡng Hà hay Trung Quốc cổ đại và một số dân tộc khác thì tính theo âm lịch, còn người La Mã và nhiều tộc người ở châu Âu ,… thì tính theo Dương lịch. Âm lịch là hệ lịch được tính theo chu kì chuyển động của Mặt Trăng quanh Trái Đất. Dương lịch là hệ lịch được tính theo chu kì chuyển động của Trái Đất quanh Mặt Trời. 
Về sau, dương lịch đã được hoàn chỉnh và thống nhất để các dân tộc đều có thể sử dụng, đó là Công lịch. Công lịch lấy năm ra đời của Chúa Giê-su - tương truyền là người sáng lập ra đạo Thiên Chúa, là năm đầu tiên của Công nguyên. Ngay trước năm đó là năm 1 trước Công nguyên (TCN). Đồng thời còn có cách phân chia thời gian thành thập kỉ , thế kỉ , thiên niên kỉ như sau: Một thập kỉ = 10 năm, Một thế kỉ = 100 năm, Một thiên niên kỉ = 1000 năm, tính từ năm đầu tiên của các khoảng thời gian đó. 
Hiện nay, ở Việt Nam, Công lịch được dùng chính thức trong các cơ quan và văn bản nhà nước, tuy nhiên, âm lịch vẫn được phổ biến rộng rãi trong nhân dân. Vì vậy, trên tờ lịch đều in ngày, tháng, năm của cả hai loại lịch này.",Chúa Giê-su,,514
143,Bài 3: Thời gian trong lịch sử,ở Việt Nam Trên tờ lịch in những thông tin gì?,"Từ xa xưa, con người đã nghĩ ra cách làm lịch. Người Ai Cập, Lưỡng Hà hay Trung Quốc cổ đại và một số dân tộc khác thì tính theo âm lịch, còn người La Mã và nhiều tộc người ở châu Âu ,… thì tính theo Dương lịch. Âm lịch là hệ lịch được tính theo chu kì chuyển động của Mặt Trăng quanh Trái Đất. Dương lịch là hệ lịch được tính theo chu kì chuyển động của Trái Đất quanh Mặt Trời. 
Về sau, dương lịch đã được hoàn chỉnh và thống nhất để các dân tộc đều có thể sử dụng, đó là Công lịch. Công lịch lấy năm ra đời của Chúa Giê-su - tương truyền là người sáng lập ra đạo Thiên Chúa, là năm đầu tiên của Công nguyên. Ngay trước năm đó là năm 1 trước Công nguyên (TCN). Đồng thời còn có cách phân chia thời gian thành thập kỉ , thế kỉ , thiên niên kỉ như sau: Một thập kỉ = 10 năm, Một thế kỉ = 100 năm, Một thiên niên kỉ = 1000 năm, tính từ năm đầu tiên của các khoảng thời gian đó. 
Hiện nay, ở Việt Nam, Công lịch được dùng chính thức trong các cơ quan và văn bản nhà nước, tuy nhiên, âm lịch vẫn được phổ biến rộng rãi trong nhân dân. Vì vậy, trên tờ lịch đều in ngày, tháng, năm của cả hai loại lịch này.","ngày, tháng, năm của cả hai loại lịch này",,1060
144,Bài 3: Thời gian trong lịch sử,Tại sao cả hai loại lịch đều được in trên tờ lịch ở Việt Nam?,"Từ xa xưa, con người đã nghĩ ra cách làm lịch. Người Ai Cập, Lưỡng Hà hay Trung Quốc cổ đại và một số dân tộc khác thì tính theo âm lịch, còn người La Mã và nhiều tộc người ở châu Âu ,… thì tính theo Dương lịch. Âm lịch là hệ lịch được tính theo chu kì chuyển động của Mặt Trăng quanh Trái Đất. Dương lịch là hệ lịch được tính theo chu kì chuyển động của Trái Đất quanh Mặt Trời. 
Về sau, dương lịch đã được hoàn chỉnh và thống nhất để các dân tộc đều có thể sử dụng, đó là Công lịch. Công lịch lấy năm ra đời của Chúa Giê-su - tương truyền là người sáng lập ra đạo Thiên Chúa, là năm đầu tiên của Công nguyên. Ngay trước năm đó là năm 1 trước Công nguyên (TCN). Đồng thời còn có cách phân chia thời gian thành thập kỉ , thế kỉ , thiên niên kỉ như sau: Một thập kỉ = 10 năm, Một thế kỉ = 100 năm, Một thiên niên kỉ = 1000 năm, tính từ năm đầu tiên của các khoảng thời gian đó. 
Hiện nay, ở Việt Nam, Công lịch được dùng chính thức trong các cơ quan và văn bản nhà nước, tuy nhiên, âm lịch vẫn được phổ biến rộng rãi trong nhân dân. Vì vậy, trên tờ lịch đều in ngày, tháng, năm của cả hai loại lịch này.",âm lịch vẫn được phổ biến rộng rãi trong nhân dân,,981
145,Bài 3: Thời gian trong lịch sử,Lịch Âm được tính theo chu kì chuyển động của Mặt Trăng quanh Trái Đất trong bao nhiêu ngày?,"Từ xa xưa, con người đã nghĩ ra cách làm lịch. Người Ai Cập, Lưỡng Hà hay Trung Quốc cổ đại và một số dân tộc khác thì tính theo âm lịch, còn người La Mã và nhiều tộc người ở châu Âu ,… thì tính theo Dương lịch. Âm lịch là hệ lịch được tính theo chu kì chuyển động của Mặt Trăng quanh Trái Đất. Dương lịch là hệ lịch được tính theo chu kì chuyển động của Trái Đất quanh Mặt Trời. 
Về sau, dương lịch đã được hoàn chỉnh và thống nhất để các dân tộc đều có thể sử dụng, đó là Công lịch. Công lịch lấy năm ra đời của Chúa Giê-su - tương truyền là người sáng lập ra đạo Thiên Chúa, là năm đầu tiên của Công nguyên. Ngay trước năm đó là năm 1 trước Công nguyên (TCN). Đồng thời còn có cách phân chia thời gian thành thập kỉ , thế kỉ , thiên niên kỉ như sau: Một thập kỉ = 10 năm, Một thế kỉ = 100 năm, Một thiên niên kỉ = 1000 năm, tính từ năm đầu tiên của các khoảng thời gian đó. 
Hiện nay, ở Việt Nam, Công lịch được dùng chính thức trong các cơ quan và văn bản nhà nước, tuy nhiên, âm lịch vẫn được phổ biến rộng rãi trong nhân dân. Vì vậy, trên tờ lịch đều in ngày, tháng, năm của cả hai loại lịch này.",No Answer,,
146,Bài 3: Thời gian trong lịch sử,Lịch Dương được tính theo chu kì chuyển động của Trái Đất quanh Mặt Trời trong bao nhiêu ngày?,"Từ xa xưa, con người đã nghĩ ra cách làm lịch. Người Ai Cập, Lưỡng Hà hay Trung Quốc cổ đại và một số dân tộc khác thì tính theo âm lịch, còn người La Mã và nhiều tộc người ở châu Âu ,… thì tính theo Dương lịch. Âm lịch là hệ lịch được tính theo chu kì chuyển động của Mặt Trăng quanh Trái Đất. Dương lịch là hệ lịch được tính theo chu kì chuyển động của Trái Đất quanh Mặt Trời. 
Về sau, dương lịch đã được hoàn chỉnh và thống nhất để các dân tộc đều có thể sử dụng, đó là Công lịch. Công lịch lấy năm ra đời của Chúa Giê-su - tương truyền là người sáng lập ra đạo Thiên Chúa, là năm đầu tiên của Công nguyên. Ngay trước năm đó là năm 1 trước Công nguyên (TCN). Đồng thời còn có cách phân chia thời gian thành thập kỉ , thế kỉ , thiên niên kỉ như sau: Một thập kỉ = 10 năm, Một thế kỉ = 100 năm, Một thiên niên kỉ = 1000 năm, tính từ năm đầu tiên của các khoảng thời gian đó. 
Hiện nay, ở Việt Nam, Công lịch được dùng chính thức trong các cơ quan và văn bản nhà nước, tuy nhiên, âm lịch vẫn được phổ biến rộng rãi trong nhân dân. Vì vậy, trên tờ lịch đều in ngày, tháng, năm của cả hai loại lịch này.",No Answer,,
147,Bài 3: Thời gian trong lịch sử,Lịch Dương và Lịch Âm khác nhau như thế nào?,"Từ xa xưa, con người đã nghĩ ra cách làm lịch. Người Ai Cập, Lưỡng Hà hay Trung Quốc cổ đại và một số dân tộc khác thì tính theo âm lịch, còn người La Mã và nhiều tộc người ở châu Âu ,… thì tính theo Dương lịch. Âm lịch là hệ lịch được tính theo chu kì chuyển động của Mặt Trăng quanh Trái Đất. Dương lịch là hệ lịch được tính theo chu kì chuyển động của Trái Đất quanh Mặt Trời. 
Về sau, dương lịch đã được hoàn chỉnh và thống nhất để các dân tộc đều có thể sử dụng, đó là Công lịch. Công lịch lấy năm ra đời của Chúa Giê-su - tương truyền là người sáng lập ra đạo Thiên Chúa, là năm đầu tiên của Công nguyên. Ngay trước năm đó là năm 1 trước Công nguyên (TCN). Đồng thời còn có cách phân chia thời gian thành thập kỉ , thế kỉ , thiên niên kỉ như sau: Một thập kỉ = 10 năm, Một thế kỉ = 100 năm, Một thiên niên kỉ = 1000 năm, tính từ năm đầu tiên của các khoảng thời gian đó. 
Hiện nay, ở Việt Nam, Công lịch được dùng chính thức trong các cơ quan và văn bản nhà nước, tuy nhiên, âm lịch vẫn được phổ biến rộng rãi trong nhân dân. Vì vậy, trên tờ lịch đều in ngày, tháng, năm của cả hai loại lịch này.",hệ lịch được tính theo chu kì chuyển động của Trái Đất quanh Mặt Trời,,309
148,Bài 3: Thời gian trong lịch sử,Những dân tộc nào tính theo âm lịch?,"Từ xa xưa, con người đã nghĩ ra cách làm lịch. Người Ai Cập, Lưỡng Hà hay Trung Quốc cổ đại và một số dân tộc khác thì tính theo âm lịch, còn người La Mã và nhiều tộc người ở châu Âu ,… thì tính theo Dương lịch. Âm lịch là hệ lịch được tính theo chu kì chuyển động của Mặt Trăng quanh Trái Đất. Dương lịch là hệ lịch được tính theo chu kì chuyển động của Trái Đất quanh Mặt Trời. 
Về sau, dương lịch đã được hoàn chỉnh và thống nhất để các dân tộc đều có thể sử dụng, đó là Công lịch. Công lịch lấy năm ra đời của Chúa Giê-su - tương truyền là người sáng lập ra đạo Thiên Chúa, là năm đầu tiên của Công nguyên. Ngay trước năm đó là năm 1 trước Công nguyên (TCN). Đồng thời còn có cách phân chia thời gian thành thập kỉ , thế kỉ , thiên niên kỉ như sau: Một thập kỉ = 10 năm, Một thế kỉ = 100 năm, Một thiên niên kỉ = 1000 năm, tính từ năm đầu tiên của các khoảng thời gian đó. 
Hiện nay, ở Việt Nam, Công lịch được dùng chính thức trong các cơ quan và văn bản nhà nước, tuy nhiên, âm lịch vẫn được phổ biến rộng rãi trong nhân dân. Vì vậy, trên tờ lịch đều in ngày, tháng, năm của cả hai loại lịch này.","Người Ai Cập, Lưỡng Hà hay Trung Quốc cổ đại và một số dân tộc khác",,47
149,Bài 3: Thời gian trong lịch sử,Những dân tộc nào tính theo Dương lịch?,"Từ xa xưa, con người đã nghĩ ra cách làm lịch. Người Ai Cập, Lưỡng Hà hay Trung Quốc cổ đại và một số dân tộc khác thì tính theo âm lịch, còn người La Mã và nhiều tộc người ở châu Âu ,… thì tính theo Dương lịch. Âm lịch là hệ lịch được tính theo chu kì chuyển động của Mặt Trăng quanh Trái Đất. Dương lịch là hệ lịch được tính theo chu kì chuyển động của Trái Đất quanh Mặt Trời. 
Về sau, dương lịch đã được hoàn chỉnh và thống nhất để các dân tộc đều có thể sử dụng, đó là Công lịch. Công lịch lấy năm ra đời của Chúa Giê-su - tương truyền là người sáng lập ra đạo Thiên Chúa, là năm đầu tiên của Công nguyên. Ngay trước năm đó là năm 1 trước Công nguyên (TCN). Đồng thời còn có cách phân chia thời gian thành thập kỉ , thế kỉ , thiên niên kỉ như sau: Một thập kỉ = 10 năm, Một thế kỉ = 100 năm, Một thiên niên kỉ = 1000 năm, tính từ năm đầu tiên của các khoảng thời gian đó. 
Hiện nay, ở Việt Nam, Công lịch được dùng chính thức trong các cơ quan và văn bản nhà nước, tuy nhiên, âm lịch vẫn được phổ biến rộng rãi trong nhân dân. Vì vậy, trên tờ lịch đều in ngày, tháng, năm của cả hai loại lịch này.",người La Mã và nhiều tộc người ở châu Âu,,142
